region	phenotype	count	best_rcp
region_chr5_149283061_151181737	IBD.EUR.Ulcerative_Colitis	1	0.549
region_chr5_178986463_179974244	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	72	0.799
region_chr6_129539886_130614309	GIANT_HEIGHT	25	0.841
region_chr6_157797687_160159465	Astle_et_al_2016_White_blood_cell_count	1	0.777
region_chr6_28050041_28949831	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.752
region_chr6_29770194_30830391	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	4	0.629
region_chr6_31603441_32714887	UKB_20002_1313_self_reported_ankylosing_spondylitis	1	0.689
region_chr7_76829247_78464542	GIANT_HEIGHT	53	0.727
region_chr9_110015744_112068802	GIANT_HEIGHT	6	0.904
region_chr9_136605890_138254346	Astle_et_al_2016_High_light_scatter_reticulocyte_count	19	0.953
region_chr10_101189482_102620653	Astle_et_al_2016_Granulocyte_count	11	0.661
region_chr10_102620653_104935290	GIANT_HEIGHT	2	0.792
region_chr10_26599755_29034307	Astle_et_al_2016_Platelet_count	2	0.549
region_chr10_44234627_46978910	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.894
region_chr10_71748755_73662792	Astle_et_al_2016_Sum_basophil_neutrophil_counts	16	0.995
region_chr10_73662792_76947056	UKB_23099_Body_fat_percentage	9	0.669
region_chr10_93636611_94461486	Astle_et_al_2016_Monocyte_count	1	0.565
region_chr11_1192365_3644251	Astle_et_al_2016_Neutrophil_count	3	0.585
region_chr11_124625632_126441425	UKB_20002_1473_self_reported_high_cholesterol	4	0.552
region_chr11_64037097_66131160	Astle_et_al_2016_Platelet_count	41	0.766
region_chr13_28683414_29909130	GIANT_HEIGHT	2	0.826
region_chr15_101012489_101980763	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.546
region_chr16_10054_1157206	GIANT_HEIGHT	31	0.884
region_chr16_1157206_2714828	Astle_et_al_2016_White_blood_cell_count	44	0.68
region_chr17_16509028_18953007	Astle_et_al_2016_Lymphocyte_counts	6	0.783
region_chr17_21387045_29007226	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	0.622
region_chr17_21387045_29007226	EGG_BW3_EUR	5	0.539
region_chr17_41743558_43694719	GIANT_HEIGHT	1	0.506
region_chr17_47798656_49440038	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.544
region_chr17_74676064_76379479	Astle_et_al_2016_White_blood_cell_count	2	0.823
region_chr17_76379479_78267332	UKB_50_Standing_height	6	0.785
region_chr19_37036131_39679979	UKB_1200_Sleeplessness_or_insomnia	2	0.684
region_chr19_44239955_45599439	Astle_et_al_2016_Granulocyte_count	2	0.724
region_chr19_46646825_48778970	Astle_et_al_2016_Neutrophil_count	8	0.71
region_chr19_9127717_11173352	Astle_et_al_2016_Lymphocyte_counts	25	0.976
region_chr19_9127717_11173352	RA_OKADA_TRANS_ETHNIC	14	0.957
region_chr1_159943258_162376931	EGG_BW3_EUR	8	0.897
region_chr1_159943258_162376931	UKB_20002_1111_self_reported_asthma	4	0.795
region_chr1_197342384_199270756	UKB_20002_1111_self_reported_asthma	1	0.636
region_chr1_25190354_27075376	Astle_et_al_2016_Lymphocyte_counts	1	0.501
region_chr1_43292786_44503511	pgc.scz2	1	0.542
region_chr22_15927607_17193405	UKB_50_Standing_height	32	0.974
region_chr22_17813322_19924835	Astle_et_al_2016_Platelet_count	2	0.665
region_chr2_105593601_106791811	UKB_50_Standing_height	15	0.942
region_chr2_113164279_116014894	Astle_et_al_2016_White_blood_cell_count	41	0.795
region_chr2_23118512_24464049	Astle_et_al_2016_Lymphocyte_counts	1	0.689
region_chr3_196244537_197349116	Astle_et_al_2016_Myeloid_white_cell_count	1	0.558
region_chr4_112948946_114745090	UKB_50_Standing_height	7	0.587
region_chr4_1476986_2841252	Astle_et_al_2016_Platelet_count	5	0.893
region_chr6_29770194_30830391	UKB_21001_Body_mass_index_BMI	4	0.863
region_chr6_31603441_32714887	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	3	0.904
region_chr6_32714887_33268720	Astle_et_al_2016_Eosinophil_counts	1	0.675
region_chr6_33268720_35487979	GLGC_Mc_HDL	3	0.699
region_chr7_151014417_152552721	UKB_50_Standing_height	5	0.989
region_chr7_6534226_7769121	Astle_et_al_2016_Myeloid_white_cell_count	2	0.744
region_chr8_9297184_9783277	UKB_1160_Sleep_duration	1	0.825
region_chr9_127293231_129403191	Astle_et_al_2016_White_blood_cell_count	1	0.675
region_chr9_127293231_129403191	pgc.scz2	1	0.503
region_chr9_136047132_136605890	GIANT_HEIGHT	1	0.518
region_chr9_89827251_91404921	Astle_et_al_2016_Reticulocyte_count	1	0.516
region_chr10_26599755_29034307	Astle_et_al_2016_Sum_basophil_neutrophil_counts	21	0.606
region_chr10_4530082_5941799	UKB_50_Standing_height	1	0.604
region_chr10_58530227_60131651	GIANT_HEIGHT	1	0.506
region_chr10_705399_1481349	EGG_BW3_EUR	3	0.625
region_chr12_6310587_8224940	UKB_6152_8_diagnosed_by_doctor_Asthma	2	0.743
region_chr14_18225607_21121243	UKB_20022_Birth_weight	5	0.85
region_chr15_66802429_68725660	Astle_et_al_2016_Eosinophil_counts	2	0.663
region_chr15_89932319_91621162	pgc.scz2	2	0.794
region_chr16_10054_1157206	Astle_et_al_2016_Red_blood_cell_count	5	0.844
region_chr16_10332175_11426305	Astle_et_al_2016_Reticulocyte_count	1	0.586
region_chr16_2714828_3951195	Astle_et_al_2016_White_blood_cell_count	6	0.972
region_chr16_27434434_29025292	GIANT_2017_BMI_Active_EUR	1	0.534
region_chr17_5838014_7414079	UKB_20002_1473_self_reported_high_cholesterol	4	0.853
region_chr17_74676064_76379479	Astle_et_al_2016_Granulocyte_count	2	0.677
region_chr17_79302554_80863788	Astle_et_al_2016_Reticulocyte_count	2	0.814
region_chr18_26446227_28347718	UKB_50_Standing_height	1	0.645
region_chr19_43358303_44239955	Astle_et_al_2016_White_blood_cell_count	22	0.988
region_chr1_107867043_109761309	GIANT_WC_Combined_EUR	1	0.562
region_chr1_166491280_169117086	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.572
region_chr1_1961168_3666172	IBD.EUR.Ulcerative_Colitis	5	0.615
region_chr1_7187275_9305140	IBD.EUR.Inflammatory_Bowel_Disease	1	0.512
region_chr1_7187275_9305140	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.599
region_chr22_15927607_17193405	Astle_et_al_2016_White_blood_cell_count	17	0.707
region_chr22_27438791_29255810	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.62
region_chr22_42294812_43318194	Astle_et_al_2016_Reticulocyte_count	1	0.571
region_chr22_49430885_50804870	Astle_et_al_2016_Sum_eosinophil_basophil_counts	13	0.909
region_chr2_160913222_162647041	Astle_et_al_2016_Eosinophil_counts	2	0.684
region_chr2_228506071_230978674	IBD.EUR.Crohns_Disease	19	0.779
region_chr2_35896940_37905569	Astle_et_al_2016_Red_blood_cell_count	1	0.506
region_chr3_14775393_16240935	UKB_21001_Body_mass_index_BMI	4	0.628
region_chr3_36445350_38314625	Astle_et_al_2016_Monocyte_count	1	0.605
region_chr3_51797999_54047363	UKB_21001_Body_mass_index_BMI	1	0.682
region_chr3_63683610_65287863	GIANT_HIP_Combined_EUR	1	0.546
region_chr3_70399877_72480178	UKB_20016_Fluid_intelligence_score	1	0.524
region_chr4_110335411_112948946	Astle_et_al_2016_Lymphocyte_counts	12	0.768
region_chr4_37253425_38905401	UKB_50_Standing_height	1	0.504
region_chr4_4682389_5500661	UKB_50_Standing_height	2	0.631
region_chr4_700926_1476986	Astle_et_al_2016_Reticulocyte_count	6	0.836
region_chr5_96627815_97979897	UKB_20002_1453_self_reported_psoriasis	10	0.703
region_chr6_103535520_105608858	UKB_1200_Sleeplessness_or_insomnia	1	0.563
region_chr6_29770194_30830391	CARDIoGRAM_C4D_CAD_ADDITIVE	2	0.748
region_chr6_29770194_30830391	UKB_23099_Body_fat_percentage	4	0.663
region_chr6_30830391_31603441	UKB_20002_1453_self_reported_psoriasis	16	0.886
region_chr6_31603441_32714887	UKB_20002_1222_self_reported_type_1_diabetes	3	0.985
region_chr6_32714887_33268720	TAGC_Asthma_EUR	1	0.572
region_chr6_33268720_35487979	UKB_50_Standing_height	7	1
region_chr7_148118226_150143569	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.543
region_chr7_55623891_57314931	Astle_et_al_2016_White_blood_cell_count	4	0.564
region_chr7_99117851_100599028	Astle_et_al_2016_Lymphocyte_counts	55	0.633
region_chr8_21804225_23039544	Astle_et_al_2016_Lymphocyte_counts	2	0.549
region_chr9_130347830_131252501	UKB_50_Standing_height	2	0.856
region_chr9_132423455_134176000	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.603
region_chr9_132423455_134176000	GLGC_Mc_LDL	3	0.538
region_chr10_10207433_12544798	Astle_et_al_2016_Platelet_count	20	0.768
region_chr10_87367307_89253624	Astle_et_al_2016_Red_blood_cell_count	2	0.587
region_chr11_1192365_3644251	Astle_et_al_2016_Myeloid_white_cell_count	4	0.57
region_chr11_1192365_3644251	UKB_20022_Birth_weight	2	0.532
region_chr11_4725479_6301639	Astle_et_al_2016_Platelet_count	4	0.772
region_chr11_59013076_62456299	Astle_et_al_2016_Red_blood_cell_count	11	0.66
region_chr11_59013076_62456299	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	11	0.811
region_chr11_64037097_66131160	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	8	0.574
region_chr12_109898914_112825713	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.733
region_chr12_121569746_124493434	Astle_et_al_2016_Lymphocyte_counts	7	0.617
region_chr12_12580594_15088550	UKB_20002_1065_self_reported_hypertension	2	0.671
region_chr15_66802429_68725660	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.632
region_chr15_80568637_83591716	Astle_et_al_2016_Lymphocyte_counts	2	0.589
region_chr15_89932319_91621162	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	32	0.985
region_chr16_10332175_11426305	UKB_6152_8_diagnosed_by_doctor_Asthma	2	0.606
region_chr16_1157206_2714828	UKB_23099_Body_fat_percentage	3	0.75
region_chr17_2025437_3799018	UKB_20127_Neuroticism_score	1	0.71
region_chr17_41743558_43694719	Astle_et_al_2016_Eosinophil_counts	1	0.619
region_chr17_5838014_7414079	EGG_BW3_EUR	6	0.791
region_chr17_7414079_8403107	Astle_et_al_2016_Sum_basophil_neutrophil_counts	11	0.799
region_chr17_7414079_8403107	UKB_20002_1065_self_reported_hypertension	14	0.706
region_chr17_7414079_8403107	UKB_50_Standing_height	23	0.935
region_chr18_23069508_25416687	Astle_et_al_2016_White_blood_cell_count	49	0.767
region_chr18_69508584_70953943	RA_OKADA_TRANS_ETHNIC	1	0.508
region_chr19_11173352_13360313	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.584
region_chr19_11173352_13360313	SSGAC_Education_Years_Pooled	4	0.687
region_chr19_43358303_44239955	Astle_et_al_2016_Sum_basophil_neutrophil_counts	20	0.987
region_chr19_44239955_45599439	UKB_6152_8_diagnosed_by_doctor_Asthma	22	0.985
region_chr19_54099074_55216712	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	8	0.775
region_chr19_5811841_6684874	Astle_et_al_2016_Monocyte_count	5	0.935
region_chr19_610729_2098397	Astle_et_al_2016_Myeloid_white_cell_count	73	0.978
region_chr1_154797927_156366342	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.642
region_chr1_16571235_18336405	GIANT_HEIGHT	2	0.661
region_chr1_184626379_186840891	UKB_23099_Body_fat_percentage	4	0.517
region_chr1_206268085_208237019	IBD.EUR.Crohns_Disease	1	0.607
region_chr1_34334157_37083582	Astle_et_al_2016_Sum_basophil_neutrophil_counts	20	0.984
region_chr1_46433829_47536904	UKB_23099_Body_fat_percentage	1	0.529
region_chr21_46072312_46699840	UKB_50_Standing_height	2	0.562
region_chr22_27438791_29255810	Astle_et_al_2016_Granulocyte_count	3	0.618
region_chr22_49430885_50804870	Astle_et_al_2016_Reticulocyte_count	15	0.93
region_chr22_49430885_50804870	UKB_20022_Birth_weight	9	0.885
region_chr2_217530757_219589829	Astle_et_al_2016_Platelet_count	13	0.964
region_chr2_232685293_234242343	Astle_et_al_2016_Monocyte_count	1	0.54
region_chr2_240620667_241210506	Astle_et_al_2016_Monocyte_count	2	0.762
region_chr2_24464049_26672117	UKB_50_Standing_height	1	0.564
region_chr3_137652241_140235755	UKB_20002_1065_self_reported_hypertension	1	0.535
region_chr3_140235755_141620255	GIANT_HIP_Combined_EUR	18	0.896
region_chr3_51797999_54047363	GLGC_Mc_HDL	2	0.913
region_chr4_98502916_99757203	GLGC_Mc_HDL	5	0.86
region_chr5_137040361_139885487	UKB_20002_1065_self_reported_hypertension	3	0.614
region_chr5_74463501_76503041	GIANT_WC_Combined_EUR	4	0.703
region_chr5_76503041_78327508	Astle_et_al_2016_Reticulocyte_count	1	0.752
region_chr6_157797687_160159465	Astle_et_al_2016_Neutrophil_count	1	0.634
region_chr6_165173375_166611245	GIANT_HEIGHT	1	0.853
region_chr6_30830391_31603441	UKB_20002_1111_self_reported_asthma	1	0.573
region_chr6_33268720_35487979	GIANT_2015_BMI_EUR	3	0.809
region_chr6_35487979_37604820	Astle_et_al_2016_Platelet_count	1	0.597
region_chr7_99117851_100599028	UKB_50_Standing_height	1	0.794
region_chr8_11421489_13634266	Astle_et_al_2016_Myeloid_white_cell_count	2	0.68
region_chr9_112930865_114257521	Astle_et_al_2016_Sum_basophil_neutrophil_counts	8	0.936
region_chr9_7154923_8456299	pgc.scz2	1	0.562
region_chr11_1192365_3644251	Astle_et_al_2016_Granulocyte_count	3	0.584
region_chr11_1192365_3644251	Astle_et_al_2016_Red_blood_cell_count	2	0.818
region_chr11_70855_1192365	UKB_21001_Body_mass_index_BMI	6	0.715
region_chr12_30359473_32012658	Astle_et_al_2016_Eosinophil_counts	10	0.748
region_chr12_44631_971165	UKB_21001_Body_mass_index_BMI	4	0.619
region_chr12_55272053_57155077	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	28	0.7
region_chr12_67515949_69432762	Astle_et_al_2016_Monocyte_count	9	0.999
region_chr14_72422907_75978424	UKB_21001_Body_mass_index_BMI	1	0.927
region_chr15_66802429_68725660	UKB_50_Standing_height	26	0.962
region_chr15_73336373_76106283	GIANT_HEIGHT	2	0.865
region_chr15_94381101_95598367	UKB_50_Standing_height	1	0.757
region_chr16_2714828_3951195	Astle_et_al_2016_Neutrophil_count	6	0.981
region_chr16_55869862_57630418	Astle_et_al_2016_Lymphocyte_counts	3	0.772
region_chr16_88974757_90226404	Astle_et_al_2016_Reticulocyte_count	25	0.937
region_chr17_4792966_5838014	GIANT_2015_BMI_EUR	2	0.835
region_chr17_82076532_83247139	Astle_et_al_2016_White_blood_cell_count	1	0.589
region_chr18_23069508_25416687	UKB_50_Standing_height	1	0.75
region_chr18_62610482_64153018	UKB_6152_8_diagnosed_by_doctor_Asthma	3	0.994
region_chr19_43358303_44239955	GIANT_HEIGHT	12	0.665
region_chr19_54099074_55216712	Astle_et_al_2016_Red_blood_cell_count	2	0.693
region_chr19_610729_2098397	Astle_et_al_2016_Sum_basophil_neutrophil_counts	40	0.976
region_chr1_107867043_109761309	UKB_23099_Body_fat_percentage	2	0.604
region_chr1_200168521_201620847	Astle_et_al_2016_Lymphocyte_counts	1	0.522
region_chr1_206268085_208237019	GIANT_HEIGHT	1	0.539
region_chr1_206268085_208237019	UKB_20002_1111_self_reported_asthma	1	0.603
region_chr1_25190354_27075376	UKB_6152_8_diagnosed_by_doctor_Asthma	25	0.602
region_chr1_29689034_31973084	UKB_23099_Body_fat_percentage	3	0.725
region_chr1_37083582_38266175	CARDIoGRAM_C4D_CAD_ADDITIVE	16	0.673
region_chr20_24737088_25363595	Astle_et_al_2016_Platelet_count	2	0.539
region_chr20_24737088_25363595	GIANT_HEIGHT	1	0.545
region_chr21_39110976_40017600	UKB_1180_Morning_or_evening_person_chronotype	1	0.732
region_chr2_113164279_116014894	Astle_et_al_2016_Monocyte_count	26	0.744
region_chr2_8282017_10158342	EGG_BW3_EUR	4	0.644
region_chr2_84913556_87738988	Astle_et_al_2016_Platelet_count	1	0.575
region_chr3_63683610_65287863	GIANT_WHR_Combined_EUR	2	0.631
region_chr3_66220021_68237764	UKB_50_Standing_height	5	0.726
region_chr4_2841252_3844313	GIANT_HEIGHT	1	0.623
region_chr6_157797687_160159465	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.756
region_chr6_29770194_30830391	UKB_1160_Sleep_duration	1	0.543
region_chr6_84500271_86359782	GIANT_HEIGHT	1	0.531
region_chr7_129138332_130737653	Astle_et_al_2016_Sum_eosinophil_basophil_counts	6	0.989
region_chr7_44724229_45913323	Astle_et_al_2016_Myeloid_white_cell_count	10	0.77
region_chr7_44724229_45913323	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	8	0.63
region_chr8_143155464_145078481	UKB_20016_Fluid_intelligence_score	2	0.629
region_chr8_6285276_7295557	Astle_et_al_2016_Monocyte_count	1	0.985
region_chr8_9297184_9783277	GLGC_Mc_TG	1	0.727
region_chr10_25289667_26599755	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.6
region_chr10_87367307_89253624	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	29	0.887
region_chr11_26998914_28460046	GIANT_2015_BMI_EUR	4	0.583
region_chr11_59013076_62456299	MAGNETIC_CH2.DB.ratio	1	0.642
region_chr11_64037097_66131160	GIANT_HEIGHT	1	0.534
region_chr11_64037097_66131160	UKB_50_Standing_height	1	0.585
region_chr12_6310587_8224940	Astle_et_al_2016_Sum_eosinophil_basophil_counts	9	0.848
region_chr12_8224940_8878799	UKB_50_Standing_height	15	0.919
region_chr14_92665954_93858939	GIANT_HEIGHT	10	0.869
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_basophil_neutrophil_counts	10	0.899
region_chr16_65904663_68807460	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	0.669
region_chr16_85115079_86122993	Astle_et_al_2016_Monocyte_count	1	0.844
region_chr17_41743558_43694719	Astle_et_al_2016_White_blood_cell_count	9	0.773
region_chr17_44979537_47798656	GLGC_Mc_LDL	1	0.711
region_chr18_11905441_14440800	IBD.EUR.Inflammatory_Bowel_Disease	2	0.59
region_chr19_44239955_45599439	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.732
region_chr19_44239955_45599439	Astle_et_al_2016_White_blood_cell_count	2	0.65
region_chr19_46646825_48778970	Astle_et_al_2016_Platelet_count	26	0.623
region_chr19_51029311_52482037	Astle_et_al_2016_Platelet_count	49	0.866
region_chr19_8282629_9127717	GLGC_Mc_HDL	3	0.782
region_chr1_107867043_109761309	GIANT_HIP_Combined_EUR	1	0.607
region_chr1_46433829_47536904	GIANT_2015_BMI_EUR	3	0.66
region_chr1_9305140_10746927	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.647
region_chr20_60986668_62670503	UKB_50_Standing_height	1	0.578
region_chr2_102072305_102971757	IBD.EUR.Crohns_Disease	8	0.629
region_chr2_24464049_26672117	GIANT_HEIGHT	5	0.84
region_chr2_35896940_37905569	UKB_20022_Birth_weight	1	0.518
region_chr2_84913556_87738988	CARDIoGRAM_C4D_CAD_ADDITIVE	36	0.739
region_chr2_98378738_101205867	IBD.EUR.Ulcerative_Colitis	2	0.671
region_chr3_168863172_171247120	Astle_et_al_2016_Lymphocyte_counts	5	0.901
region_chr3_184051895_185350467	GIANT_HEIGHT	7	0.741
region_chr3_195065945_196244537	Astle_et_al_2016_Platelet_count	11	0.742
region_chr3_46616010_47685722	Astle_et_al_2016_Lymphocyte_counts	2	0.911
region_chr3_98497106_99654918	Astle_et_al_2016_Sum_basophil_neutrophil_counts	8	0.847
region_chr4_88316876_89310413	UKB_23099_Body_fat_percentage	1	0.722
region_chr5_130183332_132803957	Astle_et_al_2016_Neutrophil_count	2	0.739
region_chr5_171647288_173251324	IBD.EUR.Crohns_Disease	2	0.597
region_chr6_28949831_29770194	Astle_et_al_2016_Platelet_count	12	0.956
region_chr6_31603441_32714887	Astle_et_al_2016_Monocyte_count	5	0.936
region_chr7_127229167_129138332	Astle_et_al_2016_Eosinophil_counts	7	0.869
region_chr7_72409900_73920272	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.565
region_chr7_73920272_76829247	UKB_21001_Body_mass_index_BMI	14	0.758
region_chr8_118673218_120189461	Astle_et_al_2016_Eosinophil_counts	8	0.906
region_chr8_7295557_9297184	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.718
region_chr9_136047132_136605890	Astle_et_al_2016_Myeloid_white_cell_count	11	0.574
region_chr10_102620653_104935290	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.507
region_chr12_109898914_112825713	Astle_et_al_2016_Platelet_count	6	0.879
region_chr12_119316305_121569746	Astle_et_al_2016_Sum_basophil_neutrophil_counts	108	0.985
region_chr12_47321010_48608083	Astle_et_al_2016_High_light_scatter_reticulocyte_count	16	0.602
region_chr12_51382710_52645220	Astle_et_al_2016_Neutrophil_count	2	0.815
region_chr14_64753580_65932837	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.58
region_chr14_98672195_101067970	UKB_1180_Morning_or_evening_person_chronotype	1	0.796
region_chr16_29025292_31371622	Astle_et_al_2016_Eosinophil_counts	1	0.683
region_chr16_3951195_5068344	Astle_et_al_2016_White_blood_cell_count	2	0.658
region_chr17_38653091_40721152	UKB_20002_1111_self_reported_asthma	104	0.834
region_chr19_11173352_13360313	Astle_et_al_2016_Granulocyte_count	1	0.587
region_chr19_33772047_35978393	Astle_et_al_2016_Red_blood_cell_count	2	0.821
region_chr19_37036131_39679979	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.671
region_chr19_40478694_41625199	UKB_20022_Birth_weight	2	0.534
region_chr19_43358303_44239955	Astle_et_al_2016_Granulocyte_count	20	0.987
region_chr19_48778970_51029311	Astle_et_al_2016_Eosinophil_counts	10	0.731
region_chr19_54099074_55216712	UKB_20022_Birth_weight	27	0.971
region_chr1_10583_1961168	Astle_et_al_2016_Reticulocyte_count	1	0.68
region_chr1_154797927_156366342	Astle_et_al_2016_Reticulocyte_count	3	0.775
region_chr1_226623159_229020501	Astle_et_al_2016_High_light_scatter_reticulocyte_count	16	0.555
region_chr1_34334157_37083582	Astle_et_al_2016_Granulocyte_count	21	0.984
region_chr1_3666172_4320751	Astle_et_al_2016_Reticulocyte_count	3	0.934
region_chr1_61456693_62989418	UKB_23099_Body_fat_percentage	22	0.698
region_chr20_34225635_36332043	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.569
region_chr2_232685293_234242343	IBD.EUR.Crohns_Disease	1	0.555
region_chr3_171247120_172577941	UKB_50_Standing_height	1	0.677
region_chr3_63683610_65287863	Astle_et_al_2016_Myeloid_white_cell_count	4	0.824
region_chr3_98497106_99654918	Astle_et_al_2016_Granulocyte_count	5	0.781
region_chr5_74463501_76503041	UKB_21001_Body_mass_index_BMI	15	0.958
region_chr6_25684359_26791023	Astle_et_al_2016_Granulocyte_count	1	0.528
region_chr6_25684359_26791023	Astle_et_al_2016_Platelet_count	5	0.921
region_chr7_106042459_108139733	UKB_20002_1065_self_reported_hypertension	1	0.717
region_chr7_150143569_151014417	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.604
region_chr7_22468010_23431823	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.618
region_chr8_26825008_28304875	Astle_et_al_2016_Eosinophil_counts	49	0.923
region_chr9_136047132_136605890	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	0.526
region_chr9_136047132_136605890	IBD.EUR.Ulcerative_Colitis	7	0.721
region_chr9_6557589_7154923	UKB_50_Standing_height	1	0.501
region_chr11_59013076_62456299	Astle_et_al_2016_Sum_eosinophil_basophil_counts	7	0.732
region_chr12_132236187_133264925	GIANT_HEIGHT	2	0.612
region_chr12_47321010_48608083	Astle_et_al_2016_Red_blood_cell_count	11	0.977
region_chr14_64753580_65932837	Astle_et_al_2016_White_blood_cell_count	1	0.663
region_chr14_76763129_78095602	Astle_et_al_2016_White_blood_cell_count	1	0.501
region_chr15_101012489_101980763	UKB_20002_1065_self_reported_hypertension	2	0.629
region_chr15_78223711_80568637	Astle_et_al_2016_Red_blood_cell_count	1	0.554
region_chr15_83591716_86109674	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.802
region_chr15_89932319_91621162	Astle_et_al_2016_Platelet_count	28	0.692
region_chr16_25975541_27434434	Astle_et_al_2016_Eosinophil_counts	3	0.578
region_chr16_29025292_31371622	Astle_et_al_2016_Lymphocyte_counts	11	0.972
region_chr16_71020125_72901251	GIANT_HEIGHT	43	0.871
region_chr17_1269105_2025437	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.676
region_chr17_38653091_40721152	TAGC_Asthma_EUR	27	0.867
region_chr17_41743558_43694719	BCAC_Overall_BreastCancer_EUR	1	0.647
region_chr17_74676064_76379479	Astle_et_al_2016_Neutrophil_count	2	0.693
region_chr18_46719283_48413361	GIANT_HEIGHT	1	0.624
region_chr18_58862988_59963251	UKB_1180_Morning_or_evening_person_chronotype	9	0.804
region_chr19_32255614_33772047	Astle_et_al_2016_Reticulocyte_count	1	0.599
region_chr19_45599439_46646825	UKB_23099_Body_fat_percentage	4	0.786
region_chr19_46646825_48778970	UKB_20002_1065_self_reported_hypertension	15	0.776
region_chr1_107867043_109761309	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	8	0.884
region_chr1_112730684_114331223	RA_OKADA_TRANS_ETHNIC	2	0.609
region_chr1_151566405_153208353	UKB_20002_1111_self_reported_asthma	1	0.881
region_chr1_159943258_162376931	Astle_et_al_2016_Lymphocyte_counts	14	0.747
region_chr1_173128768_175120632	UKB_20002_1111_self_reported_asthma	5	0.661
region_chr1_247181216_248945267	Astle_et_al_2016_White_blood_cell_count	1	0.505
region_chr1_25190354_27075376	MAGNETIC_LDL.C	1	0.697
region_chr20_12466851_13709217	UKB_50_Standing_height	2	0.908
region_chr22_27438791_29255810	Astle_et_al_2016_Myeloid_white_cell_count	2	0.602
region_chr22_35134992_37174229	Astle_et_al_2016_Reticulocyte_count	2	0.654
region_chr2_141761033_143761915	Astle_et_al_2016_White_blood_cell_count	1	0.93
region_chr2_174724201_176498908	Astle_et_al_2016_Red_blood_cell_count	2	0.629
region_chr2_195582732_197213386	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.518
region_chr2_43082452_44086664	GIANT_HEIGHT	1	0.559
region_chr3_66220021_68237764	UKB_23099_Body_fat_percentage	4	0.538
region_chr4_102300199_104384137	UKB_20022_Birth_weight	1	0.601
region_chr4_121736832_123365326	Astle_et_al_2016_Red_blood_cell_count	5	0.556
region_chr6_29770194_30830391	UKB_6152_8_diagnosed_by_doctor_Asthma	91	0.631
region_chr6_30830391_31603441	Astle_et_al_2016_Red_blood_cell_count	1	0.988
region_chr6_31603441_32714887	Astle_et_al_2016_Lymphocyte_counts	11	0.877
region_chr7_142959223_145271196	Astle_et_al_2016_Monocyte_count	2	0.687
region_chr7_44724229_45913323	Astle_et_al_2016_Sum_basophil_neutrophil_counts	10	0.763
region_chr7_5814895_6534226	Astle_et_al_2016_Monocyte_count	5	0.965
region_chr7_6534226_7769121	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.689
region_chr10_13279600_14984069	Astle_et_al_2016_White_blood_cell_count	12	0.843
