region	phenotype	count	best_rcp
region_chr17_74676064_76379479	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.929
region_chr17_74676064_76379479	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.927
region_chr17_74676064_76379479	UKB_20002_1473_self_reported_high_cholesterol	6	0.962
region_chr17_76379479_78267332	Astle_et_al_2016_Neutrophil_count	6	0.803
region_chr17_76379479_78267332	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	7	0.817
region_chr17_76379479_78267332	UKB_20002_1065_self_reported_hypertension	1	0.947
region_chr17_80863788_82076532	UKB_20127_Neuroticism_score	2	0.561
region_chr17_82076532_83247139	Astle_et_al_2016_Monocyte_count	10	0.857
region_chr17_82076532_83247139	GIANT_HEIGHT	1	0.501
region_chr17_8403107_10062604	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.548
region_chr18_11905441_14440800	IBD.EUR.Inflammatory_Bowel_Disease	9	0.709
region_chr18_23069508_25416687	Astle_et_al_2016_Monocyte_count	2	0.991
region_chr18_23069508_25416687	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	32	0.854
region_chr18_42312683_45342141	Astle_et_al_2016_Myeloid_white_cell_count	1	0.796
region_chr18_42312683_45342141	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.855
region_chr18_45342141_46719283	Astle_et_al_2016_Neutrophil_count	4	0.731
region_chr18_50204214_53535815	Astle_et_al_2016_Granulocyte_count	1	0.907
region_chr18_50204214_53535815	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.906
region_chr18_54027805_57546606	UKB_20002_1111_self_reported_asthma	34	0.732
region_chr18_62610482_64153018	UKB_20002_1111_self_reported_asthma	5	0.998
region_chr18_69508584_70953943	Astle_et_al_2016_Granulocyte_count	1	0.637
region_chr19_11173352_13360313	Astle_et_al_2016_Myeloid_white_cell_count	4	0.666
region_chr19_11173352_13360313	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	0.738
region_chr19_13360313_14375535	Astle_et_al_2016_Lymphocyte_counts	4	0.578
region_chr19_16263605_18299052	Astle_et_al_2016_Monocyte_count	22	0.882
region_chr19_16263605_18299052	Astle_et_al_2016_Reticulocyte_count	1	0.52
region_chr19_16263605_18299052	IBD.EUR.Crohns_Disease	3	0.912
region_chr19_18299052_19766662	GIANT_HEIGHT	3	0.771
region_chr19_18299052_19766662	UKB_23099_Body_fat_percentage	21	0.755
region_chr19_2098397_3019662	GIANT_HEIGHT	3	0.634
region_chr19_2098397_3019662	UKB_1180_Morning_or_evening_person_chronotype	1	0.877
region_chr19_2098397_3019662	UKB_21001_Body_mass_index_BMI	2	0.631
region_chr19_2098397_3019662	UKB_50_Standing_height	1	0.638
region_chr19_2098397_3019662	pgc.scz2	2	0.641
region_chr19_3019662_4348970	Astle_et_al_2016_Lymphocyte_counts	4	0.663
region_chr19_33772047_35978393	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.978
region_chr19_33772047_35978393	Astle_et_al_2016_Platelet_count	14	0.938
region_chr19_33772047_35978393	Astle_et_al_2016_Red_blood_cell_count	4	0.885
region_chr19_37036131_39679979	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.717
region_chr19_37036131_39679979	UKB_1200_Sleeplessness_or_insomnia	1	0.64
region_chr19_43358303_44239955	Astle_et_al_2016_Granulocyte_count	4	1
region_chr19_43358303_44239955	Astle_et_al_2016_Neutrophil_count	4	1
region_chr19_4348970_5811841	Astle_et_al_2016_Granulocyte_count	4	0.61
region_chr19_4348970_5811841	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	4	0.975
region_chr19_44239955_45599439	Astle_et_al_2016_Lymphocyte_counts	1	0.582
region_chr19_44239955_45599439	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.752
region_chr19_44239955_45599439	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.601
region_chr19_45599439_46646825	Astle_et_al_2016_Platelet_count	5	0.641
region_chr19_45599439_46646825	IBD.EUR.Inflammatory_Bowel_Disease	2	0.709
region_chr19_46646825_48778970	Astle_et_al_2016_Red_blood_cell_count	1	0.524
region_chr19_46646825_48778970	Astle_et_al_2016_Reticulocyte_count	3	0.591
region_chr19_46646825_48778970	Astle_et_al_2016_Sum_basophil_neutrophil_counts	34	0.962
region_chr19_46646825_48778970	IBD.EUR.Crohns_Disease	11	0.769
region_chr19_48778970_51029311	Astle_et_al_2016_Eosinophil_counts	12	0.874
region_chr19_48778970_51029311	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	15	0.914
region_chr19_51029311_52482037	Astle_et_al_2016_Granulocyte_count	1	0.611
region_chr19_51029311_52482037	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.619
region_chr19_51029311_52482037	Astle_et_al_2016_White_blood_cell_count	11	0.976
region_chr19_54099074_55216712	Astle_et_al_2016_Myeloid_white_cell_count	44	0.914
region_chr19_54099074_55216712	Astle_et_al_2016_Neutrophil_count	44	0.936
region_chr19_54099074_55216712	Astle_et_al_2016_Platelet_count	13	0.936
region_chr19_55216712_57009967	UKB_23099_Body_fat_percentage	2	0.646
region_chr19_57009967_58607472	UKB_1180_Morning_or_evening_person_chronotype	7	0.617
region_chr19_57009967_58607472	UKB_23099_Body_fat_percentage	5	0.681
region_chr19_610729_2098397	Astle_et_al_2016_Granulocyte_count	9	0.957
region_chr19_610729_2098397	Astle_et_al_2016_Lymphocyte_counts	5	0.935
region_chr19_610729_2098397	Astle_et_al_2016_Sum_eosinophil_basophil_counts	38	0.96
region_chr19_610729_2098397	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	0.942
region_chr19_6684874_8282629	Astle_et_al_2016_Sum_basophil_neutrophil_counts	10	0.817
region_chr19_8282629_9127717	Astle_et_al_2016_Granulocyte_count	47	0.845
region_chr19_8282629_9127717	Astle_et_al_2016_Myeloid_white_cell_count	48	0.844
region_chr19_8282629_9127717	Astle_et_al_2016_Neutrophil_count	48	0.834
region_chr19_8282629_9127717	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.525
region_chr19_9127717_11173352	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.712
region_chr19_9127717_11173352	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	11	0.889
region_chr19_9127717_11173352	RA_OKADA_TRANS_ETHNIC	2	0.979
region_chr19_9127717_11173352	UKB_1160_Sleep_duration	4	0.826
region_chr19_9127717_11173352	UKB_20022_Birth_weight	2	0.653
region_chr1_107867043_109761309	Astle_et_al_2016_Neutrophil_count	18	0.972
region_chr1_107867043_109761309	UKB_20002_1473_self_reported_high_cholesterol	26	0.991
region_chr1_107867043_109761309	UKB_23099_Body_fat_percentage	3	0.769
region_chr1_109761309_111199115	Astle_et_al_2016_Monocyte_count	17	1
region_chr1_109761309_111199115	Astle_et_al_2016_Platelet_count	17	0.997
region_chr1_109761309_111199115	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	0.818
region_chr1_109761309_111199115	Astle_et_al_2016_White_blood_cell_count	18	1
region_chr1_111199115_112730684	GIANT_HEIGHT	1	0.529
region_chr1_112730684_114331223	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.796
region_chr1_112730684_114331223	Astle_et_al_2016_White_blood_cell_count	1	0.719
region_chr1_11717784_12719464	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.534
region_chr1_151566405_153208353	EAGLE_Eczema	2	0.972
region_chr1_151566405_153208353	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	3	0.803
region_chr1_153208353_154797927	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.545
region_chr1_153208353_154797927	CARDIoGRAM_C4D_CAD_ADDITIVE	5	0.831
region_chr1_153208353_154797927	RA_OKADA_TRANS_ETHNIC	1	0.588
region_chr1_154797927_156366342	UKB_23099_Body_fat_percentage	4	0.809
region_chr1_159943258_162376931	Astle_et_al_2016_Red_blood_cell_count	2	0.824
region_chr1_159943258_162376931	GIANT_HEIGHT	1	0.524
region_chr1_159943258_162376931	RA_OKADA_TRANS_ETHNIC	7	0.747
region_chr1_159943258_162376931	UKB_20002_1111_self_reported_asthma	47	0.975
region_chr1_159943258_162376931	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	41	0.995
region_chr1_16571235_18336405	RA_OKADA_TRANS_ETHNIC	16	0.859
region_chr1_166491280_169117086	Astle_et_al_2016_Granulocyte_count	5	0.598
region_chr1_166491280_169117086	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.637
region_chr1_166491280_169117086	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.57
region_chr1_166491280_169117086	UKB_6152_8_diagnosed_by_doctor_Asthma	3	0.731
region_chr1_173128768_175120632	Astle_et_al_2016_Eosinophil_counts	1	0.848
region_chr1_173128768_175120632	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.843
region_chr1_173128768_175120632	UKB_20002_1111_self_reported_asthma	5	0.642
region_chr1_173128768_175120632	UKB_6152_8_diagnosed_by_doctor_Asthma	4	0.562
region_chr1_178985335_181174985	UKB_50_Standing_height	15	0.979
region_chr1_182786221_184626379	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.855
region_chr1_1961168_3666172	UKB_20002_1065_self_reported_hypertension	3	0.742
region_chr1_200168521_201620847	IBD.EUR.Ulcerative_Colitis	3	0.87
region_chr1_201620847_203365606	UKB_1160_Sleep_duration	1	0.637
region_chr1_201620847_203365606	UKB_20002_1111_self_reported_asthma	5	0.77
region_chr1_203365606_204711940	Astle_et_al_2016_Platelet_count	12	0.793
region_chr1_204711940_206268085	Astle_et_al_2016_Red_blood_cell_count	32	0.777
region_chr1_204711940_206268085	UKB_50_Standing_height	23	0.874
region_chr1_204711940_206268085	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.601
region_chr1_206268085_208237019	Astle_et_al_2016_Monocyte_count	13	0.567
region_chr1_206268085_208237019	Astle_et_al_2016_Neutrophil_count	2	0.661
region_chr1_206268085_208237019	Astle_et_al_2016_White_blood_cell_count	10	0.684
region_chr1_210614406_212668988	Astle_et_al_2016_Monocyte_count	6	0.893
region_chr1_212668988_214404923	Astle_et_al_2016_Lymphocyte_counts	1	0.596
region_chr1_212668988_214404923	UKB_20022_Birth_weight	1	0.884
region_chr1_212668988_214404923	UKB_50_Standing_height	1	0.563
region_chr1_21410095_22760390	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.701
region_chr1_219417229_221684889	Astle_et_al_2016_Monocyte_count	1	0.644
region_chr1_222056878_224750818	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.66
region_chr1_226623159_229020501	Astle_et_al_2016_Reticulocyte_count	1	0.504
region_chr1_226623159_229020501	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.755
region_chr1_230549509_231954506	Astle_et_al_2016_Red_blood_cell_count	3	0.979
region_chr1_235656136_237392328	Astle_et_al_2016_Neutrophil_count	1	0.551
region_chr1_23594100_25190354	Astle_et_al_2016_Lymphocyte_counts	4	0.708
region_chr1_243946197_245343444	Astle_et_al_2016_Monocyte_count	3	0.918
region_chr1_25190354_27075376	Astle_et_al_2016_Neutrophil_count	2	0.696
region_chr1_25190354_27075376	MAGNETIC_LDL.C	2	0.933
region_chr1_27075376_29689034	Astle_et_al_2016_Sum_basophil_neutrophil_counts	10	0.909
region_chr1_27075376_29689034	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	1	0.73
region_chr1_29689034_31973084	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.832
region_chr1_29689034_31973084	Astle_et_al_2016_White_blood_cell_count	3	0.782
region_chr1_29689034_31973084	UKB_20016_Fluid_intelligence_score	4	0.614
region_chr1_29689034_31973084	UKB_23099_Body_fat_percentage	1	0.846
region_chr1_34334157_37083582	Astle_et_al_2016_High_light_scatter_reticulocyte_count	16	0.979
region_chr1_34334157_37083582	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.985
region_chr1_34334157_37083582	UKB_50_Standing_height	47	0.865
region_chr1_34334157_37083582	pgc.scz2	3	0.61
region_chr1_3666172_4320751	Astle_et_al_2016_High_light_scatter_reticulocyte_count	11	1
region_chr1_37083582_38266175	CARDIoGRAM_C4D_CAD_ADDITIVE	25	0.83
region_chr1_39734895_41509656	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.595
region_chr1_39734895_41509656	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.607
region_chr1_39734895_41509656	GIANT_HEIGHT	2	0.999
region_chr1_41509656_43292786	Astle_et_al_2016_Granulocyte_count	8	0.697
region_chr1_41509656_43292786	Astle_et_al_2016_Monocyte_count	46	0.846
region_chr1_41509656_43292786	EGG_BW3_EUR	1	0.632
region_chr1_5853833_7187275	Astle_et_al_2016_Red_blood_cell_count	6	0.767
region_chr1_71218722_73861224	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.547
region_chr1_7187275_9305140	Astle_et_al_2016_Eosinophil_counts	7	0.946
region_chr1_7187275_9305140	Astle_et_al_2016_Sum_eosinophil_basophil_counts	7	0.944
region_chr1_7187275_9305140	UKB_23099_Body_fat_percentage	4	0.716
region_chr1_76262450_79195513	UKB_50_Standing_height	27	0.742
region_chr1_9305140_10746927	Astle_et_al_2016_Eosinophil_counts	3	0.803
region_chr1_95685337_97419693	UKB_21001_Body_mass_index_BMI	1	0.76
region_chr20_2488855_3847766	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.865
region_chr20_2488855_3847766	Astle_et_al_2016_Monocyte_count	1	0.852
region_chr20_2488855_3847766	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.605
region_chr20_25363595_33027017	Astle_et_al_2016_Lymphocyte_counts	5	0.701
region_chr20_25363595_33027017	UKB_20022_Birth_weight	2	0.555
region_chr20_34225635_36332043	Astle_et_al_2016_Monocyte_count	1	0.655
region_chr20_3847766_5497204	UKB_50_Standing_height	6	0.954
region_chr20_44051536_46210417	Astle_et_al_2016_Platelet_count	10	0.95
region_chr20_44051536_46210417	Astle_et_al_2016_Red_blood_cell_count	2	0.83
region_chr20_44051536_46210417	IBD.EUR.Inflammatory_Bowel_Disease	1	0.984
region_chr20_44051536_46210417	IBD.EUR.Ulcerative_Colitis	1	0.983
region_chr20_48583442_50623121	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.941
region_chr20_50623121_53856010	Astle_et_al_2016_Reticulocyte_count	1	0.512
region_chr20_57872903_59831517	Astle_et_al_2016_High_light_scatter_reticulocyte_count	7	0.929
region_chr20_60986668_62670503	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.83
region_chr20_60986668_62670503	GIANT_HEIGHT	4	0.772
region_chr20_62670503_63558827	UKB_20002_1065_self_reported_hypertension	1	0.628
region_chr20_63558827_64333810	IBD.EUR.Crohns_Disease	12	0.803
region_chr20_716956_2488855	Astle_et_al_2016_Platelet_count	1	0.519
region_chr21_27752907_29824708	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.91
region_chr21_27752907_29824708	Astle_et_al_2016_White_blood_cell_count	5	0.68
region_chr21_33004691_33853161	Astle_et_al_2016_Eosinophil_counts	6	0.926
region_chr21_33004691_33853161	Astle_et_al_2016_Red_blood_cell_count	6	0.756
region_chr21_33004691_33853161	Astle_et_al_2016_Sum_eosinophil_basophil_counts	6	0.95
region_chr21_33004691_33853161	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.704
region_chr21_33853161_35152076	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	4	0.995
region_chr21_39110976_40017600	Astle_et_al_2016_Platelet_count	1	0.522
region_chr21_43086158_44757190	UKB_20002_1065_self_reported_hypertension	1	0.522
region_chr21_44757190_46072312	UKB_21001_Body_mass_index_BMI	1	0.851
region_chr21_44757190_46072312	UKB_23099_Body_fat_percentage	2	0.888
region_chr21_46072312_46699840	Astle_et_al_2016_Granulocyte_count	37	0.861
region_chr21_46072312_46699840	Astle_et_al_2016_Neutrophil_count	42	0.875
region_chr22_15927607_17193405	Astle_et_al_2016_Granulocyte_count	2	0.537
region_chr22_15927607_17193405	Astle_et_al_2016_Myeloid_white_cell_count	2	0.925
region_chr22_15927607_17193405	Astle_et_al_2016_Neutrophil_count	8	0.568
region_chr22_15927607_17193405	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	8	0.558
region_chr22_17193405_17813322	Astle_et_al_2016_Granulocyte_count	3	0.616
region_chr22_17193405_17813322	UKB_21001_Body_mass_index_BMI	2	0.548
region_chr22_19924835_22002927	Astle_et_al_2016_Monocyte_count	5	0.856
region_chr22_19924835_22002927	UKB_50_Standing_height	3	0.67
region_chr22_27438791_29255810	Astle_et_al_2016_Monocyte_count	3	0.883
region_chr22_27438791_29255810	Astle_et_al_2016_White_blood_cell_count	2	0.642
region_chr22_29255810_31043932	Astle_et_al_2016_Lymphocyte_counts	3	0.737
region_chr22_29255810_31043932	IBD.EUR.Crohns_Disease	1	0.681
region_chr22_31043932_32268999	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.521
region_chr22_37174229_38911889	UKB_23099_Body_fat_percentage	6	0.623
region_chr22_38911889_40149793	Astle_et_al_2016_Monocyte_count	19	0.929
region_chr22_40149793_42294812	Astle_et_al_2016_Platelet_count	1	0.538
region_chr22_42294812_43318194	Astle_et_al_2016_High_light_scatter_reticulocyte_count	7	0.771
region_chr22_46074615_47200568	UKB_23099_Body_fat_percentage	1	0.54
region_chr22_49430885_50804870	Astle_et_al_2016_Sum_eosinophil_basophil_counts	24	0.802
region_chr2_101205867_102072305	Astle_et_al_2016_Eosinophil_counts	17	0.992
region_chr2_101205867_102072305	Astle_et_al_2016_Sum_eosinophil_basophil_counts	15	0.991
region_chr2_101205867_102072305	UKB_20002_1111_self_reported_asthma	9	0.977
region_chr2_101205867_102072305	UKB_6152_8_diagnosed_by_doctor_Asthma	4	0.883
region_chr2_10133_1777250	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	3	0.997
region_chr2_102072305_102971757	Astle_et_al_2016_Eosinophil_counts	7	0.984
region_chr2_102072305_102971757	Astle_et_al_2016_Lymphocyte_counts	1	0.506
region_chr2_102072305_102971757	IBD.EUR.Crohns_Disease	1	0.539
region_chr2_102072305_102971757	UKB_20002_1111_self_reported_asthma	1	0.518
region_chr2_109814855_113164279	Astle_et_al_2016_Myeloid_white_cell_count	3	0.833
region_chr2_109814855_113164279	Astle_et_al_2016_Red_blood_cell_count	7	0.998
region_chr2_109814855_113164279	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.782
region_chr2_109814855_113164279	Astle_et_al_2016_White_blood_cell_count	8	0.78
region_chr2_109814855_113164279	UKB_23099_Body_fat_percentage	1	0.683
region_chr2_136285224_137940547	UKB_23099_Body_fat_percentage	1	0.539
region_chr2_141761033_143761915	Astle_et_al_2016_Granulocyte_count	1	0.626
region_chr2_141761033_143761915	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.626
region_chr2_143761915_145688002	CARDIoGRAM_C4D_CAD_ADDITIVE	3	0.695
region_chr2_157676706_158720570	UKB_20002_1065_self_reported_hypertension	3	0.597
region_chr2_158720570_160913222	Astle_et_al_2016_Granulocyte_count	9	0.703
region_chr2_158720570_160913222	Astle_et_al_2016_Myeloid_white_cell_count	3	0.563
region_chr2_158720570_160913222	Astle_et_al_2016_Sum_basophil_neutrophil_counts	9	0.714
region_chr2_158720570_160913222	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	9	0.707
region_chr2_160913222_162647041	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.521
region_chr2_160913222_162647041	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.72
region_chr2_160913222_162647041	UKB_20016_Fluid_intelligence_score	28	0.995
region_chr2_166499460_169111726	Astle_et_al_2016_Granulocyte_count	23	0.955
region_chr2_166499460_169111726	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	23	0.958
region_chr2_166499460_169111726	UKB_50_Standing_height	1	0.514
region_chr2_172274177_174724201	GIANT_HEIGHT	1	0.67
region_chr2_181401304_183492880	Astle_et_al_2016_Myeloid_white_cell_count	13	0.971
region_chr2_197213386_198446401	IBD.EUR.Crohns_Disease	2	0.552
region_chr2_201953914_204934518	CARDIoGRAM_C4D_CAD_ADDITIVE	3	0.535
region_chr2_201953914_204934518	RA_OKADA_TRANS_ETHNIC	3	0.972
region_chr2_201953914_204934518	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	1	0.673
region_chr2_217530757_219589829	Astle_et_al_2016_Red_blood_cell_count	3	0.694
region_chr2_217530757_219589829	Astle_et_al_2016_White_blood_cell_count	2	0.999
region_chr2_217530757_219589829	pgc.scz2	25	0.821
region_chr2_223994702_224975287	Astle_et_al_2016_Monocyte_count	3	0.909
region_chr2_23118512_24464049	UKB_20022_Birth_weight	1	0.526
region_chr2_232685293_234242343	Astle_et_al_2016_Lymphocyte_counts	1	0.634
region_chr2_235134906_236540389	Astle_et_al_2016_White_blood_cell_count	3	0.754
region_chr2_236540389_237852338	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	0.835
region_chr2_236540389_237852338	Astle_et_al_2016_White_blood_cell_count	5	0.861
region_chr2_241210506_242147200	Astle_et_al_2016_Eosinophil_counts	5	0.972
region_chr2_241210506_242147200	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	0.974
region_chr2_241210506_242147200	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.982
region_chr2_24464049_26672117	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.614
region_chr2_24464049_26672117	UKB_20002_1065_self_reported_hypertension	3	0.8
region_chr2_26672117_28375910	Astle_et_al_2016_Granulocyte_count	3	0.66
region_chr2_26672117_28375910	UKB_20002_1065_self_reported_hypertension	5	0.782
region_chr2_28375910_28994693	Astle_et_al_2016_Eosinophil_counts	1	0.625
region_chr2_28994693_30240845	UKB_23099_Body_fat_percentage	1	0.737
region_chr2_43082452_44086664	IBD.EUR.Inflammatory_Bowel_Disease	2	0.918
region_chr2_46255495_47091633	Astle_et_al_2016_Red_blood_cell_count	8	0.997
region_chr2_47985862_49795119	UKB_21001_Body_mass_index_BMI	4	0.772
region_chr2_54458089_55976210	UKB_50_Standing_height	3	0.678
region_chr2_60064865_62201909	Astle_et_al_2016_Red_blood_cell_count	1	0.933
region_chr2_60064865_62201909	IBD.EUR.Inflammatory_Bowel_Disease	1	0.636
region_chr2_64398779_65706310	Astle_et_al_2016_Granulocyte_count	3	0.889
region_chr2_64398779_65706310	Astle_et_al_2016_White_blood_cell_count	3	0.831
region_chr2_67783044_68912432	UKB_50_Standing_height	11	0.741
region_chr2_70528066_72947719	UKB_20016_Fluid_intelligence_score	1	0.521
region_chr2_8282017_10158342	EGG_BW3_EUR	5	0.607
region_chr2_8282017_10158342	GIANT_HEIGHT	10	0.965
region_chr2_8282017_10158342	UKB_20127_Neuroticism_score	5	0.784
region_chr2_84913556_87738988	Astle_et_al_2016_Neutrophil_count	11	0.82
region_chr2_87738988_88855013	GIANT_HEIGHT	4	0.866
region_chr2_94660727_98378738	UKB_50_Standing_height	1	0.838
region_chr2_98378738_101205867	Astle_et_al_2016_White_blood_cell_count	2	0.588
region_chr2_98378738_101205867	RA_OKADA_TRANS_ETHNIC	2	0.837
region_chr3_110794923_113096852	Astle_et_al_2016_Eosinophil_counts	2	0.596
region_chr3_110794923_113096852	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.58
region_chr3_113096852_114229016	GIANT_HEIGHT	15	0.706
region_chr3_118811404_120804208	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.717
region_chr3_122255250_123798921	Astle_et_al_2016_Monocyte_count	4	0.931
region_chr3_128476018_130525891	UKB_50_Standing_height	4	0.923
region_chr3_133533329_135738064	UKB_20002_1065_self_reported_hypertension	6	0.805
region_chr3_137652241_140235755	CARDIoGRAM_C4D_CAD_ADDITIVE	12	0.985
region_chr3_137652241_140235755	UKB_23099_Body_fat_percentage	2	0.537
region_chr3_140235755_141620255	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.768
region_chr3_140235755_141620255	GIANT_HEIGHT	7	0.755
region_chr3_14775393_16240935	CARDIoGRAM_C4D_CAD_ADDITIVE	2	0.552
region_chr3_151630942_153538782	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	0.757
region_chr3_153538782_154996429	UKB_21001_Body_mass_index_BMI	1	0.705
region_chr3_159760101_161806716	SSGAC_Education_Years_Pooled	1	0.603
region_chr3_178389377_179656798	IBD.EUR.Crohns_Disease	2	0.786
region_chr3_179656798_181793378	UKB_21001_Body_mass_index_BMI	1	0.514
region_chr3_181793378_184051895	Astle_et_al_2016_High_light_scatter_reticulocyte_count	9	0.698
region_chr3_181793378_184051895	Astle_et_al_2016_Neutrophil_count	6	0.929
region_chr3_181793378_184051895	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.918
region_chr3_181793378_184051895	UKB_23099_Body_fat_percentage	2	0.947
region_chr3_184051895_185350467	Astle_et_al_2016_Myeloid_white_cell_count	1	0.582
region_chr3_194338942_195065945	Astle_et_al_2016_Reticulocyte_count	1	0.769
region_chr3_196244537_197349116	Astle_et_al_2016_Monocyte_count	2	0.75
region_chr3_196244537_197349116	UKB_20002_1111_self_reported_asthma	1	0.97
region_chr3_2950436_4389963	Astle_et_al_2016_Eosinophil_counts	2	0.945
region_chr3_36445350_38314625	UKB_1180_Morning_or_evening_person_chronotype	1	0.681
region_chr3_46616010_47685722	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.735
region_chr3_46616010_47685722	Astle_et_al_2016_Reticulocyte_count	1	0.642
region_chr3_47685722_49279539	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	1
region_chr3_47685722_49279539	GIANT_HEIGHT	1	0.597
region_chr3_49279539_51797999	Astle_et_al_2016_Eosinophil_counts	1	0.588
region_chr3_49279539_51797999	UKB_6152_8_diagnosed_by_doctor_Asthma	5	0.959
region_chr3_51797999_54047363	pgc.scz2	1	0.807
region_chr3_56399879_58171792	Astle_et_al_2016_Granulocyte_count	2	0.782
region_chr3_56399879_58171792	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.821
region_chr3_56399879_58171792	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.516
region_chr3_58171792_60287177	Astle_et_al_2016_Platelet_count	3	0.602
region_chr3_70399877_72480178	UKB_50_Standing_height	1	0.945
region_chr3_9501499_10977979	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.882
region_chr3_9501499_10977979	GIANT_HEIGHT	64	1
region_chr3_98497106_99654918	Astle_et_al_2016_Myeloid_white_cell_count	3	0.915
region_chr4_104384137_106580148	Astle_et_al_2016_Lymphocyte_counts	1	0.559
region_chr4_104384137_106580148	Astle_et_al_2016_Myeloid_white_cell_count	6	0.952
region_chr4_104384137_106580148	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	7	0.951
region_chr4_104384137_106580148	UKB_20002_1065_self_reported_hypertension	1	0.905
region_chr4_107894192_110335411	Astle_et_al_2016_Platelet_count	1	0.53
region_chr4_119471529_121736832	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.804
region_chr4_121736832_123365326	GIANT_HEIGHT	3	0.617
region_chr4_142522112_145257035	Astle_et_al_2016_Myeloid_white_cell_count	1	0.548
