region	phenotype	count	method
region_chr2_8282017_10158342	Astle_et_al_2016_Reticulocyte_count	19	spredixcan_eqtl
region_chr2_87738988_88855013	UKB_50_Standing_height	18	spredixcan_eqtl
region_chr2_98378738_101205867	Astle_et_al_2016_Myeloid_white_cell_count	5	spredixcan_eqtl
region_chr3_10977979_13029299	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	spredixcan_eqtl
region_chr3_113096852_114229016	GIANT_HEIGHT	18	spredixcan_eqtl
region_chr3_122255250_123798921	Astle_et_al_2016_Lymphocyte_counts	4	spredixcan_eqtl
region_chr3_135738064_137652241	GIANT_HEIGHT	23	spredixcan_eqtl
region_chr3_135738064_137652241	UKB_21001_Body_mass_index_BMI	14	spredixcan_eqtl
region_chr3_135738064_137652241	pgc.scz2	21	spredixcan_eqtl
region_chr3_140235755_141620255	Astle_et_al_2016_Lymphocyte_counts	13	spredixcan_eqtl
region_chr3_140235755_141620255	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	10	spredixcan_eqtl
region_chr3_141620255_143445786	Astle_et_al_2016_High_light_scatter_reticulocyte_count	7	spredixcan_eqtl
region_chr3_159760101_161806716	UKB_1180_Morning_or_evening_person_chronotype	8	spredixcan_eqtl
region_chr3_187172556_189138425	UKB_50_Standing_height	2	spredixcan_eqtl
region_chr3_196244537_197349116	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	spredixcan_eqtl
region_chr3_2950436_4389963	Astle_et_al_2016_Eosinophil_counts	2	spredixcan_eqtl
region_chr3_46616010_47685722	Astle_et_al_2016_Granulocyte_count	26	spredixcan_eqtl
region_chr3_49279539_51797999	IBD.EUR.Ulcerative_Colitis	66	spredixcan_eqtl
region_chr3_51797999_54047363	Astle_et_al_2016_Reticulocyte_count	135	spredixcan_eqtl
region_chr3_51797999_54047363	UKB_20002_1466_self_reported_gout	5	spredixcan_eqtl
region_chr3_70399877_72480178	GIANT_HEIGHT	2	spredixcan_eqtl
region_chr4_102300199_104384137	Astle_et_al_2016_Lymphocyte_counts	48	spredixcan_eqtl
region_chr4_121736832_123365326	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	9	spredixcan_eqtl
region_chr4_142522112_145257035	Astle_et_al_2016_Platelet_count	3	spredixcan_eqtl
region_chr4_1476986_2841252	GIANT_HEIGHT	32	spredixcan_eqtl
region_chr4_182450122_184008302	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr4_2841252_3844313	UKB_20002_1473_self_reported_high_cholesterol	1	spredixcan_eqtl
region_chr4_2841252_3844313	UKB_23099_Body_fat_percentage	16	spredixcan_eqtl
region_chr4_6771316_7537965	Astle_et_al_2016_Neutrophil_count	2	spredixcan_eqtl
region_chr5_109298233_111485446	UKB_6152_8_diagnosed_by_doctor_Asthma	60	spredixcan_eqtl
region_chr5_123221211_124462407	GIANT_HEIGHT	5	spredixcan_eqtl
region_chr5_132803957_135441711	GIANT_HEIGHT	54	spredixcan_eqtl
region_chr5_132803957_135441711	UKB_50_Standing_height	82	spredixcan_eqtl
region_chr5_141266403_143601683	Astle_et_al_2016_White_blood_cell_count	10	spredixcan_eqtl
region_chr5_154393528_155946495	Astle_et_al_2016_High_light_scatter_reticulocyte_count	40	spredixcan_eqtl
region_chr5_157201689_159398690	UKB_23099_Body_fat_percentage	3	spredixcan_eqtl
region_chr5_157201689_159398690	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	9	spredixcan_eqtl
region_chr5_170078660_171647288	GIANT_HEIGHT	1	spredixcan_eqtl
region_chr5_171647288_173251324	GIANT_HEIGHT	1	spredixcan_eqtl
region_chr5_173251324_174215868	UKB_50_Standing_height	3	spredixcan_eqtl
region_chr5_178986463_179974244	Astle_et_al_2016_White_blood_cell_count	25	spredixcan_eqtl
region_chr5_35048865_36433852	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	6	spredixcan_eqtl
region_chr5_40287627_41888608	IBD.EUR.Inflammatory_Bowel_Disease	6	spredixcan_eqtl
region_chr5_50867564_52838788	Astle_et_al_2016_Reticulocyte_count	15	spredixcan_eqtl
region_chr5_59228796_61640080	pgc.scz2	3	spredixcan_eqtl
region_chr5_68555033_71944629	Astle_et_al_2016_White_blood_cell_count	51	spredixcan_eqtl
region_chr5_80097321_81185652	GIANT_HEIGHT	19	spredixcan_eqtl
region_chr5_94474279_96627815	Astle_et_al_2016_High_light_scatter_reticulocyte_count	21	spredixcan_eqtl
region_chr5_94474279_96627815	Astle_et_al_2016_Reticulocyte_count	21	spredixcan_eqtl
region_chr6_108143176_109983044	Astle_et_al_2016_High_light_scatter_reticulocyte_count	9	spredixcan_eqtl
region_chr6_108143176_109983044	Astle_et_al_2016_Red_blood_cell_count	13	spredixcan_eqtl
region_chr6_108143176_109983044	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	30	spredixcan_eqtl
region_chr6_125103237_127219316	Astle_et_al_2016_Red_blood_cell_count	2	spredixcan_eqtl
region_chr6_125103237_127219316	Astle_et_al_2016_Reticulocyte_count	1	spredixcan_eqtl
region_chr6_125103237_127219316	UKB_23099_Body_fat_percentage	7	spredixcan_eqtl
region_chr6_132444530_133923105	CARDIoGRAM_C4D_CAD_ADDITIVE	12	spredixcan_eqtl
region_chr6_133923105_135903039	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	20	spredixcan_eqtl
region_chr6_139524299_141967342	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	spredixcan_eqtl
region_chr6_141967342_144998674	Astle_et_al_2016_Monocyte_count	1	spredixcan_eqtl
region_chr6_14802693_17386174	Astle_et_al_2016_Neutrophil_count	1	spredixcan_eqtl
region_chr6_166611245_167642155	RA_OKADA_TRANS_ETHNIC	33	spredixcan_eqtl
region_chr6_25684359_26791023	UKB_20002_1111_self_reported_asthma	16	spredixcan_eqtl
region_chr6_25684359_26791023	UKB_20002_1453_self_reported_psoriasis	2	spredixcan_eqtl
region_chr6_26791023_28050041	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	27	spredixcan_eqtl
region_chr6_26791023_28050041	UKB_20016_Fluid_intelligence_score	15	spredixcan_eqtl
region_chr6_28050041_28949831	Astle_et_al_2016_Sum_eosinophil_basophil_counts	100	spredixcan_eqtl
region_chr6_28050041_28949831	Astle_et_al_2016_White_blood_cell_count	202	spredixcan_eqtl
region_chr6_28050041_28949831	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	71	spredixcan_eqtl
region_chr6_28050041_28949831	UKB_20016_Fluid_intelligence_score	8	spredixcan_eqtl
region_chr6_28949831_29770194	Astle_et_al_2016_White_blood_cell_count	88	spredixcan_eqtl
region_chr6_29770194_30830391	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	183	spredixcan_eqtl
region_chr6_29770194_30830391	UKB_20016_Fluid_intelligence_score	15	spredixcan_eqtl
region_chr6_30830391_31603441	Astle_et_al_2016_Granulocyte_count	322	spredixcan_eqtl
region_chr6_30830391_31603441	Astle_et_al_2016_Reticulocyte_count	232	spredixcan_eqtl
region_chr6_30830391_31603441	Astle_et_al_2016_Sum_eosinophil_basophil_counts	265	spredixcan_eqtl
region_chr6_30830391_31603441	UKB_6152_8_diagnosed_by_doctor_Asthma	186	spredixcan_eqtl
region_chr6_30830391_31603441	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	139	spredixcan_eqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Myeloid_white_cell_count	451	spredixcan_eqtl
region_chr6_31603441_32714887	IBD.EUR.Crohns_Disease	23	spredixcan_eqtl
region_chr6_31603441_32714887	IGAP_Alzheimer	1	spredixcan_eqtl
region_chr6_31603441_32714887	UKB_20002_1111_self_reported_asthma	457	spredixcan_eqtl
region_chr6_31603441_32714887	UKB_20002_1261_self_reported_multiple_sclerosis	478	spredixcan_eqtl
region_chr6_31603441_32714887	UKB_20002_1473_self_reported_high_cholesterol	44	spredixcan_eqtl
region_chr6_31603441_32714887	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	158	spredixcan_eqtl
region_chr6_31603441_32714887	pgc.scz2	158	spredixcan_eqtl
region_chr6_32714887_33268720	Astle_et_al_2016_Granulocyte_count	110	spredixcan_eqtl
region_chr6_42070983_43788432	Astle_et_al_2016_Red_blood_cell_count	6	spredixcan_eqtl
region_chr6_6784974_7808703	Astle_et_al_2016_Red_blood_cell_count	1	spredixcan_eqtl
region_chr6_73924_1452127	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	4	spredixcan_eqtl
region_chr6_81219505_82417432	GIANT_HEIGHT	1	spredixcan_eqtl
region_chr6_86359782_88112422	Astle_et_al_2016_White_blood_cell_count	9	spredixcan_eqtl
region_chr6_88112422_89263333	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr6_89263333_91133478	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	spredixcan_eqtl
region_chr6_89263333_91133478	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	spredixcan_eqtl
region_chr7_100599028_101555972	Astle_et_al_2016_Platelet_count	19	spredixcan_eqtl
region_chr7_101555972_103557063	UKB_1180_Morning_or_evening_person_chronotype	15	spredixcan_eqtl
region_chr7_114072332_117140124	Astle_et_al_2016_Reticulocyte_count	4	spredixcan_eqtl
region_chr7_129138332_130737653	Astle_et_al_2016_Platelet_count	1	spredixcan_eqtl
region_chr7_129138332_130737653	UKB_20002_1065_self_reported_hypertension	5	spredixcan_eqtl
region_chr7_133121089_134622844	UKB_20002_1065_self_reported_hypertension	9	spredixcan_eqtl
region_chr7_20085285_22468010	Astle_et_al_2016_Eosinophil_counts	8	spredixcan_eqtl
region_chr7_20085285_22468010	MAGNETIC_LDL.C	1	spredixcan_eqtl
region_chr7_2022763_2732593	UKB_20022_Birth_weight	16	spredixcan_eqtl
region_chr7_25869935_28320690	Astle_et_al_2016_Monocyte_count	4	spredixcan_eqtl
region_chr7_25869935_28320690	Astle_et_al_2016_Myeloid_white_cell_count	2	spredixcan_eqtl
region_chr7_25869935_28320690	Astle_et_al_2016_White_blood_cell_count	2	spredixcan_eqtl
region_chr7_25869935_28320690	UKB_6152_8_diagnosed_by_doctor_Asthma	12	spredixcan_eqtl
region_chr7_2732593_4533797	Astle_et_al_2016_Eosinophil_counts	1	spredixcan_eqtl
region_chr7_5814895_6534226	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	spredixcan_eqtl
region_chr7_68769087_69620378	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	spredixcan_eqtl
region_chr7_73920272_76829247	Astle_et_al_2016_Sum_eosinophil_basophil_counts	19	spredixcan_eqtl
region_chr7_73920272_76829247	UKB_20002_1065_self_reported_hypertension	94	spredixcan_eqtl
region_chr7_76829247_78464542	UKB_21001_Body_mass_index_BMI	9	spredixcan_eqtl
region_chr7_76829247_78464542	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	spredixcan_eqtl
region_chr7_933116_1313431	UKB_1200_Sleeplessness_or_insomnia	4	spredixcan_eqtl
region_chr8_10605687_11421489	Astle_et_al_2016_White_blood_cell_count	22	spredixcan_eqtl
region_chr8_11421489_13634266	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	19	spredixcan_eqtl
region_chr8_11421489_13634266	UKB_21001_Body_mass_index_BMI	85	spredixcan_eqtl
region_chr8_125398675_127646866	BCAC_ER_negative_BreastCancer_EUR	1	spredixcan_eqtl
region_chr8_141963553_143155464	UKB_50_Standing_height	29	spredixcan_eqtl
region_chr8_143155464_145078481	Astle_et_al_2016_Platelet_count	39	spredixcan_eqtl
region_chr8_143155464_145078481	GIANT_HEIGHT	54	spredixcan_eqtl
region_chr8_23039544_24817205	Astle_et_al_2016_Myeloid_white_cell_count	10	spredixcan_eqtl
region_chr8_23039544_24817205	Astle_et_al_2016_Sum_eosinophil_basophil_counts	16	spredixcan_eqtl
region_chr8_26825008_28304875	UKB_50_Standing_height	7	spredixcan_eqtl
region_chr8_45929693_49169911	UKB_50_Standing_height	33	spredixcan_eqtl
region_chr8_58815541_61416540	Astle_et_al_2016_Granulocyte_count	2	spredixcan_eqtl
region_chr8_65576855_68950822	UKB_21001_Body_mass_index_BMI	2	spredixcan_eqtl
region_chr8_78220626_81044160	UKB_6152_8_diagnosed_by_doctor_Asthma	3	spredixcan_eqtl
region_chr8_9297184_9783277	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr8_9783277_10605687	Astle_et_al_2016_Myeloid_white_cell_count	10	spredixcan_eqtl
region_chr8_9783277_10605687	UKB_21001_Body_mass_index_BMI	15	spredixcan_eqtl
region_chr9_10023_1079707	Astle_et_al_2016_Neutrophil_count	2	spredixcan_eqtl
region_chr9_10023_1079707	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	spredixcan_eqtl
region_chr9_124209608_126297386	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	4	spredixcan_eqtl
region_chr9_132423455_134176000	Astle_et_al_2016_Myeloid_white_cell_count	1	spredixcan_eqtl
region_chr9_132423455_134176000	MAGNETIC_IDL.TG	1	spredixcan_eqtl
region_chr9_132423455_134176000	UKB_20002_1065_self_reported_hypertension	4	spredixcan_eqtl
region_chr9_132423455_134176000	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	48	spredixcan_eqtl
region_chr9_132423455_134176000	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	46	spredixcan_eqtl
region_chr9_36743286_38641602	UKB_1180_Morning_or_evening_person_chronotype	2	spredixcan_eqtl
region_chr9_87521331_89827251	Astle_et_al_2016_Lymphocyte_counts	2	spredixcan_eqtl
region_chr9_87521331_89827251	Astle_et_al_2016_Monocyte_count	7	spredixcan_eqtl
region_chr9_89827251_91404921	Astle_et_al_2016_Platelet_count	1	spredixcan_eqtl
region_chr9_93909416_96159758	EGG_BW3_EUR	8	spredixcan_eqtl
region_chr9_93909416_96159758	GIANT_HEIGHT	14	spredixcan_eqtl
region_chr10_101189482_102620653	SSGAC_Education_Years_Pooled	9	spredixcan_eqtl
region_chr10_102620653_104935290	CARDIoGRAM_C4D_CAD_ADDITIVE	4	spredixcan_eqtl
region_chr10_110801735_113568673	UKB_21001_Body_mass_index_BMI	1	spredixcan_eqtl
region_chr10_19427949_22483354	BCAC_Overall_BreastCancer_EUR	2	spredixcan_eqtl
region_chr10_19427949_22483354	UKB_21001_Body_mass_index_BMI	6	spredixcan_eqtl
region_chr10_19427949_22483354	UKB_23099_Body_fat_percentage	6	spredixcan_eqtl
region_chr10_22886203_25289667	Astle_et_al_2016_Lymphocyte_counts	6	spredixcan_eqtl
region_chr10_61581937_64034354	Astle_et_al_2016_Monocyte_count	3	spredixcan_eqtl
region_chr10_61581937_64034354	Astle_et_al_2016_Platelet_count	18	spredixcan_eqtl
region_chr10_61581937_64034354	Astle_et_al_2016_White_blood_cell_count	10	spredixcan_eqtl
region_chr10_71748755_73662792	Astle_et_al_2016_Lymphocyte_counts	1	spredixcan_eqtl
region_chr10_79116992_80654923	Astle_et_al_2016_Platelet_count	1	spredixcan_eqtl
region_chr10_91575290_93636611	Astle_et_al_2016_Eosinophil_counts	6	spredixcan_eqtl
region_chr10_91575290_93636611	UKB_50_Standing_height	2	spredixcan_eqtl
region_chr10_96062600_98481545	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	72	spredixcan_eqtl
region_chr10_98908643_101189482	IBD.EUR.Crohns_Disease	13	spredixcan_eqtl
region_chr11_107973474_108566310	Astle_et_al_2016_Granulocyte_count	14	spredixcan_eqtl
region_chr11_111243672_112588765	UKB_20002_1111_self_reported_asthma	6	spredixcan_eqtl
region_chr11_112588765_114387006	Astle_et_al_2016_Platelet_count	2	spredixcan_eqtl
region_chr11_112588765_114387006	UKB_23099_Body_fat_percentage	2	spredixcan_eqtl
region_chr11_1192365_3644251	BCAC_Overall_BreastCancer_EUR	19	spredixcan_eqtl
region_chr11_124625632_126441425	UKB_50_Standing_height	6	spredixcan_eqtl
region_chr11_124625632_126441425	pgc.scz2	5	spredixcan_eqtl
region_chr11_12542682_13351577	UKB_50_Standing_height	2	spredixcan_eqtl
region_chr11_130472680_131204717	UKB_23099_Body_fat_percentage	23	spredixcan_eqtl
region_chr11_133130151_134336099	pgc.scz2	6	spredixcan_eqtl
region_chr11_15721006_17556855	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	spredixcan_eqtl
region_chr11_15721006_17556855	UKB_50_Standing_height	36	spredixcan_eqtl
region_chr11_55315181_58690022	UKB_20002_1065_self_reported_hypertension	2	spredixcan_eqtl
region_chr11_64037097_66131160	UKB_20002_1452_self_reported_eczema_or_dermatitis	4	spredixcan_eqtl
region_chr11_70855_1192365	Astle_et_al_2016_Platelet_count	179	spredixcan_eqtl
region_chr11_70855_1192365	Astle_et_al_2016_Sum_eosinophil_basophil_counts	36	spredixcan_eqtl
region_chr11_70855_1192365	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	141	spredixcan_eqtl
region_chr11_74701306_77086163	UKB_20002_1111_self_reported_asthma	9	spredixcan_eqtl
region_chr11_74701306_77086163	UKB_50_Standing_height	75	spredixcan_eqtl
region_chr11_8311727_9065770	UKB_21001_Body_mass_index_BMI	2	spredixcan_eqtl
region_chr11_84670229_86908259	UKB_50_Standing_height	9	spredixcan_eqtl
region_chr12_109898914_112825713	Astle_et_al_2016_Granulocyte_count	20	spredixcan_eqtl
region_chr12_109898914_112825713	Astle_et_al_2016_Platelet_count	45	spredixcan_eqtl
region_chr12_109898914_112825713	UKB_50_Standing_height	2	spredixcan_eqtl
region_chr12_119316305_121569746	UKB_20002_1065_self_reported_hypertension	13	spredixcan_eqtl
region_chr12_121569746_124493434	Astle_et_al_2016_Platelet_count	88	spredixcan_eqtl
region_chr12_12580594_15088550	SSGAC_Education_Years_Pooled	2	spredixcan_eqtl
region_chr12_17934939_20711009	UKB_50_Standing_height	3	spredixcan_eqtl
region_chr12_27646840_29498322	GIANT_HEIGHT	29	spredixcan_eqtl
region_chr12_30359473_32012658	UKB_50_Standing_height	2	spredixcan_eqtl
region_chr12_32924055_37462915	UKB_1180_Morning_or_evening_person_chronotype	8	spredixcan_eqtl
region_chr12_48608083_51382710	UKB_50_Standing_height	31	spredixcan_eqtl
region_chr12_55272053_57155077	Astle_et_al_2016_Eosinophil_counts	102	spredixcan_eqtl
region_chr12_55272053_57155077	UKB_20002_1265_self_reported_migraine	7	spredixcan_eqtl
region_chr12_6310587_8224940	Astle_et_al_2016_Platelet_count	36	spredixcan_eqtl
region_chr12_67515949_69432762	Astle_et_al_2016_Granulocyte_count	33	spredixcan_eqtl
region_chr12_67515949_69432762	UKB_50_Standing_height	6	spredixcan_eqtl
region_chr13_112918174_114344378	Astle_et_al_2016_Platelet_count	32	spredixcan_eqtl
region_chr13_112918174_114344378	UKB_50_Standing_height	49	spredixcan_eqtl
region_chr13_26710225_28683414	Astle_et_al_2016_Granulocyte_count	2	spredixcan_eqtl
region_chr13_48809826_51016955	UKB_50_Standing_height	60	spredixcan_eqtl
region_chr13_75096006_76836420	Astle_et_al_2016_Red_blood_cell_count	5	spredixcan_eqtl
region_chr14_102545765_104535386	UKB_21001_Body_mass_index_BMI	81	spredixcan_eqtl
region_chr14_22549721_24435917	Astle_et_al_2016_Monocyte_count	5	spredixcan_eqtl
region_chr14_35390387_38198520	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr14_72422907_75978424	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	spredixcan_eqtl
region_chr14_90830516_92665954	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	spredixcan_eqtl
region_chr14_92665954_93858939	UKB_23099_Body_fat_percentage	2	spredixcan_eqtl
region_chr14_98672195_101067970	UKB_1180_Morning_or_evening_person_chronotype	1	spredixcan_eqtl
region_chr15_100096642_101012489	GIANT_HEIGHT	3	spredixcan_eqtl
region_chr15_40885316_42484201	Astle_et_al_2016_Granulocyte_count	55	spredixcan_eqtl
region_chr15_40885316_42484201	UKB_23099_Body_fat_percentage	18	spredixcan_eqtl
region_chr15_62923023_64812469	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	spredixcan_eqtl
region_chr15_64812469_66802429	UKB_50_Standing_height	49	spredixcan_eqtl
region_chr15_78223711_80568637	Astle_et_al_2016_Sum_eosinophil_basophil_counts	23	spredixcan_eqtl
region_chr15_80568637_83591716	UKB_21001_Body_mass_index_BMI	1	spredixcan_eqtl
region_chr15_83591716_86109674	UKB_50_Standing_height	150	spredixcan_eqtl
region_chr16_10054_1157206	UKB_21001_Body_mass_index_BMI	8	spredixcan_eqtl
region_chr16_10054_1157206	UKB_23099_Body_fat_percentage	3	spredixcan_eqtl
region_chr16_29025292_31371622	Astle_et_al_2016_Eosinophil_counts	267	spredixcan_eqtl
region_chr16_53348660_55869862	UKB_23099_Body_fat_percentage	6	spredixcan_eqtl
region_chr16_68807460_71020125	UKB_23099_Body_fat_percentage	96	spredixcan_eqtl
region_chr16_71020125_72901251	UKB_1180_Morning_or_evening_person_chronotype	6	spredixcan_eqtl
region_chr16_85115079_86122993	Astle_et_al_2016_Eosinophil_counts	5	spredixcan_eqtl
region_chr16_87613743_88974757	Astle_et_al_2016_Red_blood_cell_count	7	spredixcan_eqtl
region_chr17_15115780_16509028	Astle_et_al_2016_Myeloid_white_cell_count	171	spredixcan_eqtl
region_chr17_18953007_21387045	UKB_50_Standing_height	24	spredixcan_eqtl
region_chr17_21387045_29007226	UKB_20022_Birth_weight	5	spredixcan_eqtl
region_chr17_3799018_4792966	Astle_et_al_2016_Eosinophil_counts	17	spredixcan_eqtl
region_chr17_38653091_40721152	Astle_et_al_2016_Sum_basophil_neutrophil_counts	275	spredixcan_eqtl
region_chr17_38653091_40721152	Astle_et_al_2016_White_blood_cell_count	272	spredixcan_eqtl
region_chr17_38653091_40721152	UKB_20002_1111_self_reported_asthma	216	spredixcan_eqtl
region_chr17_38653091_40721152	UKB_50_Standing_height	87	spredixcan_eqtl
region_chr17_43694719_44979537	UKB_50_Standing_height	21	spredixcan_eqtl
region_chr17_44979537_47798656	Astle_et_al_2016_Neutrophil_count	17	spredixcan_eqtl
region_chr17_44979537_47798656	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	spredixcan_eqtl
region_chr17_4792966_5838014	UKB_21001_Body_mass_index_BMI	6	spredixcan_eqtl
region_chr17_55522071_57280180	GIANT_HEIGHT	10	spredixcan_eqtl
region_chr17_59410151_61235394	Astle_et_al_2016_Granulocyte_count	32	spredixcan_eqtl
region_chr17_66804312_69862629	UKB_50_Standing_height	14	spredixcan_eqtl
region_chr17_7414079_8403107	Astle_et_al_2016_Red_blood_cell_count	12	spredixcan_eqtl
region_chr18_23069508_25416687	Astle_et_al_2016_Myeloid_white_cell_count	45	spredixcan_eqtl
region_chr18_54027805_57546606	UKB_21001_Body_mass_index_BMI	2	spredixcan_eqtl
region_chr18_62610482_64153018	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	spredixcan_eqtl
region_chr19_11173352_13360313	Astle_et_al_2016_Monocyte_count	1	spredixcan_eqtl
region_chr19_16263605_18299052	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	spredixcan_eqtl
region_chr19_18299052_19766662	GIANT_HEIGHT	63	spredixcan_eqtl
region_chr19_18299052_19766662	UKB_23099_Body_fat_percentage	13	spredixcan_eqtl
region_chr19_18299052_19766662	UKB_50_Standing_height	106	spredixcan_eqtl
region_chr19_29300040_30237047	UKB_23099_Body_fat_percentage	4	spredixcan_eqtl
region_chr19_33772047_35978393	Astle_et_al_2016_High_light_scatter_reticulocyte_count	18	spredixcan_eqtl
region_chr19_33772047_35978393	Astle_et_al_2016_Red_blood_cell_count	4	spredixcan_eqtl
region_chr19_37036131_39679979	Astle_et_al_2016_Platelet_count	69	spredixcan_eqtl
region_chr19_37036131_39679979	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	spredixcan_eqtl
region_chr19_41625199_43358303	UKB_50_Standing_height	7	spredixcan_eqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Granulocyte_count	20	spredixcan_eqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Platelet_count	36	spredixcan_eqtl
region_chr19_44239955_45599439	MAGNETIC_IDL.TG	11	spredixcan_eqtl
region_chr19_48778970_51029311	Astle_et_al_2016_Eosinophil_counts	2	spredixcan_eqtl
region_chr19_54099074_55216712	UKB_20022_Birth_weight	13	spredixcan_eqtl
region_chr19_610729_2098397	Astle_et_al_2016_Granulocyte_count	15	spredixcan_eqtl
region_chr19_6684874_8282629	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	spredixcan_eqtl
region_chr19_8282629_9127717	GIANT_HEIGHT	1	spredixcan_eqtl
region_chr1_100360849_101575460	Astle_et_al_2016_Lymphocyte_counts	3	spredixcan_eqtl
region_chr1_105545220_107867043	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	8	spredixcan_eqtl
region_chr1_114331223_115337972	UKB_20002_1265_self_reported_migraine	1	spredixcan_eqtl
region_chr1_154797927_156366342	Astle_et_al_2016_Reticulocyte_count	3	spredixcan_eqtl
region_chr1_158057622_159943258	Astle_et_al_2016_Monocyte_count	3	spredixcan_eqtl
region_chr1_158057622_159943258	Astle_et_al_2016_Myeloid_white_cell_count	1	spredixcan_eqtl
region_chr1_159943258_162376931	Astle_et_al_2016_Myeloid_white_cell_count	2	spredixcan_eqtl
region_chr1_166491280_169117086	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	spredixcan_eqtl
region_chr1_170588635_173128768	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	19	spredixcan_eqtl
region_chr1_170588635_173128768	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	5	spredixcan_eqtl
region_chr1_175120632_177464245	GIANT_HEIGHT	1	spredixcan_eqtl
region_chr1_177464245_178975174	UKB_23099_Body_fat_percentage	3	spredixcan_eqtl
region_chr1_200168521_201620847	IBD.EUR.Inflammatory_Bowel_Disease	10	spredixcan_eqtl
region_chr1_216070292_218532171	UKB_50_Standing_height	34	spredixcan_eqtl
region_chr1_222056878_224750818	CARDIoGRAM_C4D_CAD_ADDITIVE	13	spredixcan_eqtl
region_chr1_226623159_229020501	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	5	spredixcan_eqtl
region_chr1_230549509_231954506	UKB_20002_1065_self_reported_hypertension	2	spredixcan_eqtl
region_chr1_235656136_237392328	Astle_et_al_2016_Neutrophil_count	3	spredixcan_eqtl
region_chr1_23594100_25190354	UKB_20002_1065_self_reported_hypertension	1	spredixcan_eqtl
region_chr1_23594100_25190354	UKB_50_Standing_height	1	spredixcan_eqtl
region_chr1_25190354_27075376	GIANT_HEIGHT	50	spredixcan_eqtl
region_chr1_25190354_27075376	UKB_50_Standing_height	71	spredixcan_eqtl
region_chr1_29689034_31973084	UKB_50_Standing_height	19	spredixcan_eqtl
region_chr1_34334157_37083582	Astle_et_al_2016_Granulocyte_count	5	spredixcan_eqtl
region_chr1_3666172_4320751	Astle_et_al_2016_Reticulocyte_count	36	spredixcan_eqtl
region_chr1_39734895_41509656	GIANT_HEIGHT	24	spredixcan_eqtl
region_chr1_43292786_44503511	SSGAC_Education_Years_Pooled	17	spredixcan_eqtl
region_chr1_43292786_44503511	UKB_20016_Fluid_intelligence_score	10	spredixcan_eqtl
region_chr1_44503511_46433829	Astle_et_al_2016_High_light_scatter_reticulocyte_count	36	spredixcan_eqtl
region_chr1_53760589_55947444	MAGNETIC_IDL.TG	12	spredixcan_eqtl
